투자일련번호,기업일련번호,투자일자,투자단계명,투자금액,기업가치금액,투자유치비고,보도자료발행사명,보도자료제목,보도자료url,투자기관번호
5610,86143,20190212,Angel,,,,,,,19600
7470,111289,20190716,Series A,,,,,,,80928
6202,104057,20190911,Seed,5000000,,,,,,35839
3696,39477,20171002,Seed,1200000000,,,플래텀,올거나이즈|| 日 글로벌브레인 등으로부터 100만 달러 투자 유치                                                                                                                                                                                                                                                                         ,http://platum.kr/archives/91931,7767
8130,90420,20201229,투자 단계 비공개,100000000,,,,,,132952
6043,32879,20190507,투자 단계 비공개,,,,,,,7719
8161,123047,20191221,Seed,1000000000,,,,,,7842
4072,73785,20180314,해당없음,,,,,,,7747
6760,19718,20191231,투자 단계 비공개,,,,,,,7729||1339||7749||1210
6810,116069,20200226,Series B,15000000000,,,,,,
6094,4346,20190809,투자 단계 비공개,2000000000,,,서울경제,[시그널] 핀테크 저변 넓어진다…업무관리 스타트업 알밤 20억 유치                                                                                                                                                                                                                                                                       ,https://www.sedaily.com/NewsView/1VMYTCCD8Q,84061||80928||78955
4446,80087,20180619,Seed,1000000000,5000000000,,,,,71887
4902,41508,20180418,투자 단계 비공개,,,,,,,549
7323,76783,20200513,투자 단계 비공개,,,,,,,7719
2333,115,20131212,투자 단계 비공개,2000000000,,정리칭(텐센트 공동창업자),,앱디스코|| 텐센트 공동창업자로부터 20억 투자 유치                                                                                                                                                                                                                                                                                ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201312120100019600001155&svccode=03&page=65,
7221,123529,20191011,투자 단계 비공개,,,,,,,4557
4891,33122,20180921,Series A,7000000000,,,venturesquare,“4개월만에 또…” 젤라또랩|| 70억 투자 유치                                                                                                                                                                                                                                                                                  ,https://www.venturesquare.net/769001,7726
3473,1625,20170701,투자 단계 비공개,2000000000,,,,,,7709
3105,420,20121206,투자 단계 비공개,300000000,,,,,,7706
3531,17951,20170706,Series A,,,,,,,10481
7118,39537,20190325,투자 단계 비공개,,,,,,,40929
1209,2910,20160425,투자 단계 비공개,1000000000,,,플래텀,데이트팝 운영사 ‘텐핑거스’|| 포스코기술투자로부터 10억원 투자 유치                                                                                                                                                                                                                                                                      ,http://platum.kr/archives/58723,7709
4917,34241,20180915,Series A,3000000000,,,,,,7734
2158,20673,20091110,투자 단계 비공개,10000000000,,신주인수권부사채,,키움인베스트·현대스위스銀|| 이엠코리아 BW 투자                                                                                                                                                                                                                                                                                  ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=63671&svccode=03&page=105,7859||20696
6188,103884,20160906,Angel,300000000,,,벤처스퀘어,VR·AR컨텐츠 회사 ‘볼트홀’|| 빅뱅엔젤스 등으로부터 약 3억 원 투자 유치                                                                                                                                                                                                                                                                 ,https://www.venturesquare.net/733224,7724
2416,20465,20141224,투자 단계 비공개,10000000000,,우선주,,인터베스트·SV인베|| 와이솔 CB 100억 투자                                                                                                                                                                                                                                                                                  ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201412220100041500002653&svccode=03&page=237,7755||7838
8106,123640,20201221,Seed,,,,플래텀,,https://platum.kr/archives/154957,
6299,8726,20170401,투자 단계 비공개,400000000,3300000000,,,,,22144
5188,34359,20190109,투자 단계 비공개,,,,,,,16314
6293,74166,20180630,Angel,200000000,,,,,,
4844,4949,20160824,투자 단계 비공개,,,,,,,
4888,83577,20170414,투자 단계 비공개,,,,,,,84288
1362,19331,20160629,투자 단계 비공개,3700000000,,,더벨,유안타인베|| 동물 백신 개발사 바이오포아 투자                                                                                                                                                                                                                                                                                   ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201606290100054690003323&svccode=03&page=1,7849
5349,3879,20171013,투자 단계 비공개,199987944,,,,,,1339
4614,82150,20180531,Seed,,,,,,,7825
7216,82353,20200601,해당없음,100000000,,,,,,7741||123482
2140,21530,20090622,투자 단계 비공개,10000000000,,신주인수권부사채,,와이즈파워|| 후성그룹 등에서 100억 투자유치                                                                                                                                                                                                                                                                                   ,http://www.etoday.co.kr/news/section/newsview.php?TM=news&SM=0406&idxno=236485,21639||7772
8546,142135,20210413,Seed,1920000000,,,Techcrunch,Binance Labs leads $1.6M seed round in DeFi startup MOUND|| the developer of Pancake Bunny                                                                                                                                                                                                                   ,https://techcrunch.com/2021/04/12/binance-labs-leads-1-6m-seed-round-in-defi-startup-mound-the-developer-of-pancake-bunny/,83452||145961
4849,27681,20180201,투자 단계 비공개,,,,,,,84286
8110,117066,20210106,Seed,,,,,,,7724
146,368,20150625,Series B,4400000000,,,플래텀,요기요|| 푸드플라이에 44억원 투자                                                                                                                                                                                                                                                                                         ,http://platum.kr/archives/41370,249
8043,40858,20191219,투자 단계 비공개,,,,,,,135938
1117,5188,20151002,Seed,,,,,,,1210||5885
327,2250,20150205,투자 단계 비공개,3000000000,,,,,,7752
3621,13177,20151109,투자 단계 비공개,,,,,,,38084
3721,33723,20170616,투자 단계 비공개,,,,,,,7714
5309,79691,20181201,투자 단계 비공개,,,,,,,1339
5837,95124,20190612,투자 단계 비공개,,,,,,,7747
1079,15208,20150301,Seed,440000000,,,,,,7758
951,14009,20151210,투자 단계 비공개,,,,플래텀,피트브로|| 콜즈다이나믹스로 부터 전략적 투자 유치                                                                                                                                                                                                                                                                                 ,http://platum.kr/archives/51327,881
7993,103276,20200701,해당없음,33000000,,,,,,107185
5865,72813,20190430,투자 단계 비공개,,,,,,,
4000,19718,20180226,투자 단계 비공개,,,,,,,1210
4111,75655,20180312,해당없음,500000000,,,,,,1875
7100,73822,20190901,투자 단계 비공개,,,,,,,24627
1393,19730,20150413,투자 단계 비공개,,500000000,,플래텀,쿨리지코너|| 실리콘밸리 핀테크 ‘트러스티드인싸이트’에 5억원 투자                                                                                                                                                                                                                                                                        ,http://platum.kr/archives/37266,7701
1953,21422,20000510,투자 단계 비공개,30000000000,,3배정유상증자|| 한강구조조정기금,,스마트디스플레이|| 300억 투자유치                                                                                                                                                                                                                                                                                         ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0000213972,
3709,31358,20170901,Seed,,,,,,,549
5070,73804,20180919,Angel,100000000,,,,,,7824
8894,119574,20200824,Seed,300480000,20000000000,,,,,
7628,129976,20201101,투자 단계 비공개,105000000,300000000,,,,,6311||129979
6948,117553,20200303,Seed,100000000,,,,,,16964
770,5043,20151002,투자 단계 비공개,,, ,머니투데이,남성패션 코디 추천 앱 MAPSSI|| 앱 내 결제 기능 추가                                                                                                                                                                                                                                                                           ,http://www.mt.co.kr/view/mtview.php?type=1&no=2015091008241886081&outlink=1,
826,12835,20151103,Seed,,,,,,,
7081,120694,20120615,투자 단계 비공개,510000000,,,,,,86235
3391,5904,20170817,투자 단계 비공개,50000000000,,,전자신문,한컴|| 페이팔 창업자로부터 500억원 투자 유치...누적 투자유치액 600억원                                                                                                                                                                                                                                                                 ,http://ciobiz.etnews.com/news/article.html?id=20170817120037,33715
1430,3961,20160727,Angel,,,,,,,
2620,17951,20160701,Angel,150000000,,,,,,
7606,26352,20190601,투자 단계 비공개,,,,,,,
705,8633,20140908,투자 단계 비공개,35000000,,,,,,7741
7519,92460,20200501,Angel,,,,,,,1199
7121,121458,20200303,투자 단계 비공개,,,,,,,15151
4647,39913,20180727,투자 단계 비공개,500000000,,,벤처스퀘어,원룸이사 견적비교 ‘짐싸’ 팁스 선정                                                                                                                                                                                                                                                                                        ,http://www.venturesquare.net/766629,7719
1133,5137,20160311,투자 단계 비공개,,,,,,,1210||5885
8208,79881,20201027,Series A,15000000000,,,더벨,'VC 눈독' 에비드넷|| 의료데이터 퍼스트무버 방점                                                                                                                                                                                                                                                                                ,https://www.thebell.co.kr/free/Content/ArticleView.asp?key=202010271437451240107460&svccode=03,7720||7755||7721
85,122,20140914,투자 단계 비공개,1400000000,,,,,,7696||7795
4474,20210,20160630,Series A,3000000000,15000000000,,,,,7851||7700||7701
7140,7720,20190624,투자 단계 비공개,,,,,,,
2287,18806,20130206,투자 단계 비공개,6500000000,,신주인수권부사채,,IBK캐피탈|| 온라인 광고 대행사 이엠넷에 투자                                                                                                                                                                                                                                                                                  ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201302060100010140000578&svccode=03&page=78,7717
1998,6311,20010517,투자 단계 비공개,2000000000,,,,㈜다날|| 20억원 투자유치                                                                                                                                                                                                                                                                                              ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0000073325,7756
932,5723,20151219,Series A,3500000000,,휴맥스|| 서울투자파트너스|| 키움인베스트먼트|| IBK캐피탈,플래텀,매드스퀘어|| 35억 규모 시리즈A 투자유치                                                                                                                                                                                                                                                                                     ,http://platum.kr/archives/52027,10201||7773||7859||7717
8446,31346,20200720,투자 단계 비공개,100000000,,,,,,124843
3323,1335,20160101,Seed,,,,,,,7714
5811,79275,20170602,Seed,,,,,,,7707
3245,31890,20160701,투자 단계 비공개,50000000,,,,,,16874
8285,92488,20210201,Seed,300000000,,,,,,
586,7558,20100930,투자 단계 비공개,500000000,,설비투자||임대||운영관리비,,,,
8073,33487,20201026,투자 단계 비공개,,,,,,,114
3062,6979,20170101,투자 단계 비공개,2616658800,,,,,,6821
7503,88978,20181208,Seed,,,,,,,83380
4261,12513,20170609,투자 단계 비공개,,,,,,,9576
253,1367,20130508,투자 단계 비공개,35000000,,연세대학교 창업 선도 대학 창업 사관학교,,,,
2417,20458,20141229,투자 단계 비공개,2000000000,,우선주,,산은캐피탈|| 코넥스 기업 에이비온에 20억 투자                                                                                                                                                                                                                                                                                  ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201412230100043460002779&svccode=03&page=237,7725
2455,5504,20160927,투자 단계 비공개,1500000000,,,플래텀,실내 위치 데이터 기업 로플랫|| 15억 원 규모 투자 유치                                                                                                                                                                                                                                                                            ,http://platum.kr/archives/67024,7704||7729
4904,16880,20170505,투자 단계 비공개,300000000,,,,,,
7700,130879,20200119,투자 단계 비공개,,,,,,,38091
4012,74119,20170327,Angel,100000000,,,,,,7714
5348,3879,20171108,투자 단계 비공개,49999683,,박전진,,,,
5322,76307,20190201,투자 단계 비공개,10000000,1000000000,,,,,
688,8445,20150605,투자 단계 비공개,50000000,,,,,,
5548,33354,20170523,해당없음,130000000,,한국전력공사 "KEPCO 에너지 스타트업" 육성사업 선정,,,,10550
2557,16425,20161106,Seed,,,,,,,
7505,128079,20200720,Seed,,,,,,,10252||10484||10251
8273,121537,20200915,Series A,2500000000,,,플래텀,차봇 모빌리티|| 25억 규모 시리즈 A 투자 유치                                                                                                                                                                                                                                                                                 ,https://platum.kr/archives/149704,7860||19455
7059,32543,20191031,Series A,4000000000,,,벤처스퀘어,코핀커뮤니케이션즈|| 40억 규모 시리즈A 투자 유치                                                                                                                                                                                                                                                                                ,https://www.venturesquare.net/795641,7858||85293||7757||120514||7772
315,2010,20140121,투자 단계 비공개,1000000000,,VC기관 투자 유치,,,,
4507,21035,20180315,Series A,,,,,,,7703
3372,5852,20161004,투자 단계 비공개,300000000,,,,,,
748,3242,20150918,투자 단계 비공개,3000000000,,,플래텀,중국 현지화 작업에 박차 … 짜이서울|| NICE그룹으로부터 30억원 투자 유치                                                                                                                                                                                                                                                                 ,http://platum.kr/archives/46262,8827
8575,146433,20210324,투자 단계 비공개,500000000,,,,,,12812
3342,30187,20170707,투자 단계 비공개,18500000,,,,,,30192
7093,121001,20200403,투자 단계 비공개,25000000,,,,,,13683
5711,20891,20190329,Series A,4000000000,,,,,,44275||7727
5883,98539,20190503,투자 단계 비공개,,3000000000,,,,,3785
6634,109568,20200930,투자 단계 비공개,300000000,1000000000,투자 유치중,,,,
5539,87351,20180105,Seed,50000000,,,,,,33197
6084,74623,20190809,Angel,,,,,,,
4674,83023,20180719,투자 단계 비공개,150000000,200000000,,,,,26868
2778,437,20161226,Series A,,,,,,,1339
7784,81708,20180928,해당없음,2000000,,,,,,1331
2843,12193,20170227,Angel,,,,플래텀,유통업 특화 협업 툴 ‘그랩’|| 본엔젤스 등으로부터 투자 유치                                                                                                                                                                                                                                                                          ,http://platum.kr/archives/76696,7706||1875
660,1815,20150623,투자 단계 비공개,800000000,,소프트뱅크벤처스 3억원|| 캡스톤파트너스 5억원,플래텀,인터넷강의 퍼블리싱 전문회사 용감한컴퍼니|| 소프트뱅크벤처스와 캡스톤파트너스로부터 총 8억 투자유치                                                                                                                                                                                                                                                      ,http://platum.kr/archives/41168,7703||7696
8522,125957,20210325,Seed,,,,,,,
7865,119205,20201110,Seed,,500000000,,,,,7724
8502,119093,20201217,Angel,1000000000,10000000000,,,,,7826
5134,86895,20181001,해당없음,80000000,,,,,,7741
8675,130661,20200501,해당없음,51653000,,2020 예비창업패키지 일반분야,,,,33197
7158,93313,20200512,투자 단계 비공개,,,,,,,25913
8879,148643,20210309,Angel,,,,,,,150890
4999,82645,20180228,Seed,150000000,1500000000,,머니투데이,스타스테크|| 블루포인트파트너스로부터 투자 유치                                                                                                                                                                                                                                                                                   ,http://news.mt.co.kr/mtview.php?no=2018042518415773626,18959
4461,78216,20180615,Seed,300000000,,,,,,
6762,108216,20191201,Seed,,,,,,,24627
4268,7644,20171206,Series A,1500000000,,,,,,
1336,19133,20160627,Angel,300000000,1999999998,물류관리 소프트웨어를 공동으로 개발,비석세스,물류 스타트업 ‘마이창고’|| 소프트웨어 회사인 ‘파수닷컴’으로부터 투자 유치                                                                                                                                                                                                                                                                  ,http://kr.besuccess.com/2016/06/mychango-fasoo/,19134
4022,74187,20170801,Series B,,,,Chrunchbase,IOST 투자내역                                                                                                                                                                                                                                                                                                   ,https://www.crunchbase.com/organization/internet-of-services#section-recent-news-activity,7935
4187,1,20180409,Series A,1000000000,,,플래텀,로켓펀치|| 대덕벤처파트너스로부터 10억 규모 신규 투자 유치                                                                                                                                                                                                                                                                           ,http://platum.kr/archives/98960,34882
8688,128800,20200831,Series A,4000000000,,,,,,
3539,15067,20170825,투자 단계 비공개,1000000000,,,플래텀,렌터카 스타트업 카플랫|| 코그니티브인베스트로부터 10억 투자유치                                                                                                                                                                                                                                                                         ,http://platum.kr/archives/87067,24130
2114,21463,20080107,투자 단계 비공개,47200000000,,,,,http://www.edaily.co.kr/news/NewsRead.edy?SCD=JB31&newsid=02168086586275424&DCD=A10103&OutLnkChk=Y,7913
2054,21462,20060106,투자 단계 비공개,5000000000,,,,까사미아|| 창투사 투자유치                                                                                                                                                                                                                                                                                              ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0000482390,7858
5817,83996,20190516,Series A,,,,더비체인,빗썸|| 코드박스에 투자...글로벌 증권형 토큰 사업 확대                                                                                                                                                                                                                                                                             ,http://www.thebchain.co.kr/news/articleView.html?idxno=4392,84315||113989
7332,125441,20180515,Series A,500000000,,,,,,
4440,15091,20170510,투자 단계 비공개,,,,,,,18959||14033||37577
138,337,20121119,투자 단계 비공개,,,,,,,7781
6900,95156,20190715,Seed,600000000,,,,,,1875
6889,83698,20190731,투자 단계 비공개,,,,,,,96378
1328,1991,20150923,투자 단계 비공개,40000000,,,,,,
8052,32446,20200915,Seed,,,,,,,24627
5041,24742,20181106,Seed,1000000000,,,플래텀,인도 기반 케이뷰티 플랫폼 ‘리메세’|| 카카오벤처스로부터 10억 원 투자 유치                                                                                                                                                                                                                                                                 ,https://platum.kr/archives/109990,1233
1614,15611,20140401,투자 단계 비공개,164000000,,앤젤투자,,,,
3976,18105,20170706,투자 단계 비공개,,,,,,,1670
4475,72029,20180223,Seed,,,,,,,
8033,135704,20190301,Seed,,,,,,,
6127,82244,20190612,Seed,50000000,,,,,,
5296,35399,20180910,Seed,,,,,,,
5975,36634,20171101,투자 단계 비공개,105000,22808415000,,,,,1331
2282,20607,20130116,투자 단계 비공개,5000000000,,전환사채,,시너지-린드먼아시아|| 코렌 CB에 50억 투자                                                                                                                                                                                                                                                                                   ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201301160100022940001262&svccode=03&page=79,7836||7831
2967,26598,20161024,투자 단계 비공개,,,,,,,13936
3649,38571,20170831,Seed,2640000000,,,TechCrunch,GoodTime nabs $2M to match job applicants with interviewers to save time and build rapport                                                                                                                                                                                                                  ,https://techcrunch.com/2017/08/21/goodtime-nabs-2m-to-match-job-applicants-with-interviewers-to-save-time-and-build-rapport/,
8589,113612,20210317,투자 단계 비공개,,,,동아닷컴,부동산 자동평가 금융 플랫폼 '공간의가치'|| 프리 시리즈 A 투자유치                                                                                                                                                                                                                                                                      ,https://www.donga.com/news/article/all/20210414/106400222/2,78955||7858
6370,233,20190808,해당없음,77000000000,2700000000000,,블로터,토스|| 770억원 투자 추가 유치…누적액 3천억원                                                                                                                                                                                                                                                                                 ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=293&aid=0000024721,107512||107514
5823,97411,20190606,Angel,24000000,800000000,,,,,
8473,13148,20210326,Series A,,,,,,,7858
6038,38512,20190411,Series A,,,,,,,7858||84061
4520,17756,20170112,Angel,44000000,614000000,,,,,
8012,40065,20200909,투자 단계 비공개,,,,고려대,(주)위드마인드 투자 유치 성공                                                                                                                                                                                                                                                                                           ,http://hiai.co.kr/news/?uid=90&mod=document,33416
6868,117066,20200316,Seed,,,,,,,96378||7823
3259,31842,20150529,Seed,1000000000,,,,,,549||317||7713
7902,31630,20201023,Seed,47500000,1500000000,,,,,7724
6275,39056,20190522,투자 단계 비공개,699970390,,고려대학교기술지주 & 전북 대학연합 기술지주,의학신문,의료기기 벤처기업 큐라움|| 7억원 규모 투자 유치                                                                                                                                                                                                                                                                                 ,http://www.bosa.co.kr/news/articleView.html?idxno=2105650,105644
4392,36174,20180430,투자 단계 비공개,100000000,,,,,,7824
820,12797,20151102,투자 단계 비공개,,,,,,,1210
7186,102555,20180330,투자 단계 비공개,,,,,,,
3814,40990,20170531,투자 단계 비공개,300000000,,,,,,
303,1903,20140507,투자 단계 비공개,,,창업선도대학 육성사업 '창업아이템 사업화' 선정,,,,
646,5703,20150729,투자 단계 비공개,1000000000,,,플래텀,케이큐브벤처스|| 미드코어 모바일 RPG 개발사 ‘파라노이드 조이’에 10억원 투자                                                                                                                                                                                                                                                               ,http://platum.kr/archives/43643,1233
5874,97919,20200501,투자 단계 비공개,500000000,,,벤처스퀘어,프딩|| 더피치·로아인벤션랩으로부터 초기 투자 유치                                                                                                                                                                                                                                                                                 ,https://www.venturesquare.net/784121,19748||121164||41304
7477,19788,20190806,투자 단계 비공개,4399000000,24390000000,,,,,7737||2529||31769||7805
5191,24483,20180524,Angel,120000000,850000000,,,,,
8419,36468,20210226,Angel,60000000,2300000000,,,,,
5936,28521,20190628,투자 단계 비공개,,,,,,,78955
1008,5296,20151103,투자 단계 비공개,,,,,,,1210
5252,40218,20171214,해당없음,,,,,,,
3804,40806,20170301,Angel,,,,,,,10001
3810,25044,20180101,투자 단계 비공개,104000000,,,,,,7719
8600,110749,20210123,투자 단계 비공개,,,,,,,20737
8950,89539,20210624,Series A,700000000,,,,,,118592
4183,7658,20170227,Angel,300000000,3000000000,,플래텀,일정공유 모바일 메신저 스타트업 트위니 3억 투자 유치                                                                                                                                                                                                                                                                              ,http://platum.kr/archives/78601,19600
8936,134128,20210628,Seed,,,,,,,131874
7465,92288,20181001,Series A,700000000,,,,,,7772
6987,103585,20200311,Angel,,,,,,,8460
4965,15708,20181004,투자 단계 비공개,,,,플래텀,카모아 운영사 ‘팀오투’|| 본엔젤스로부터 투자 유치                                                                                                                                                                                                                                                                                ,https://platum.kr/archives/107621,1875
676,3910,20150826,투자 단계 비공개,,,,헤럴드경제뉴스,중국마케팅사 온차이나|| 스타트업 ‘지냄’에 전격 투자                                                                                                                                                                                                                                                                               ,http://news.heraldcorp.com/view.php?ud=20150817000802&md=20150818003300_BL,12460
7649,12588,20200203,Series A,,,,,,,10451
8538,6504,20210301,Seed,700000,,,,,,43039
207,853,20120417,투자 단계 비공개,70000000,,중소기업진흥공단 청년창업사관학교 선정/협약/성공,,,,7823
6821,76643,20180319,Angel,,,,,,,
7151,122112,20200602,투자 단계 비공개,,,예비창업패키지,,,,89554
1422,1918,20160726,Series A,3500000000,,,벤쳐스퀘어,식권대장 벤디스 우아한형제||네이버등으로부터 35억원 투자 유치                                                                                                                                                                                                                                                                          ,http://www.venturesquare.net/728785,7756||118||5466
8991,115311,20210331,투자 단계 비공개,,,,,,,149518
7023,20125,20200420,Angel,500000000,1000000000,,,,,
6545,110159,20190601,해당없음,500000000,,,,,,7719
5358,40221,20181204,투자 단계 비공개,,,,,,,
3256,30216,20170310,투자 단계 비공개,,,,,,,7747
2042,9613,20050613,투자 단계 비공개,1800000000,,TV애니메이션인 '아이언키드'에 투자,,대원씨앤에이||미국서 150만弗 투자유치 - 머니투데이 뉴스                                                                                                                                                                                                                                                                            ,http://www.mt.co.kr/view/mtview.php?type=1&no=2005061310535516670&outlink=1,21550
5100,87410,20180801,투자 단계 비공개,70000000,,,,,,7824
8193,6504,20200910,투자 단계 비공개,,,,,,,
3788,29104,20171222,투자 단계 비공개,,,,,,,6057
445,3740,20141101,투자 단계 비공개,,,,,,,7744
378,2808,20140501,투자 단계 비공개,,,사내 벤처,,,,
5456,92400,20190901,Seed,70000000,,기술혁신형 창업기업,,,,12046
5298,90079,20181116,투자 단계 비공개,,,,,,,
5038,10560,20181001,Seed,50000000,,,,,,10560
6521,95361,20191127,Seed,70000000,740000000,,,,,1331
5333,86793,20190201,Seed,,,,,,,102573
7402,904,20130508,Seed,35000000,,,한국투데이,1인 가구를 위한 서비스 플랫폼                                                                                                                                                                                                                                                                                           ,https://www.hantoday.net/news/articleView.html?idxno=321,28637||7758
2222,80,20111201,투자 단계 비공개,1500000000,,상환전환우선주,,미래에셋벤처|| e-book업체에 15억원 투자                                                                                                                                                                                                                                                                                   ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201112010100001480000104&svccode=03&page=92,7795
3787,3950,20171116,Angel,800000000,,,,,,549||7719
8857,142680,20210930,투자 단계 비공개,200000000,2000000000,,,,,127212
5723,95935,20181005,Angel,100000000,1000000000,,,,,38042
1502,20227,20150701,투자 단계 비공개,,,지분9% 참여,,,,7714
8120,14515,20190408,해당없음,299999700,,,,,,85642
1878,4599,20160111,해당없음,100000000,,기술화자금,,,,7747
5440,25044,20190305,투자 단계 비공개,300000000,,,벤처스퀘어,병원 바로 예약 서비스 ‘찾았닥’ 3억 원 투자 유치                                                                                                                                                                                                                                                                               ,http://www.venturesquare.net/775638,40929
4798,79072,20180619,Seed,,,,,,,3422||7725||102750
7238,1334,20170904,투자 단계 비공개,,98700000000,,,,,
8904,105055,20210210,투자 단계 비공개,300000000,,,,,,24627
286,1716,20141128,투자 단계 비공개,20000000,,드림플러스 GEP 중국 참여 CB,,,,
3228,31787,20170302,투자 단계 비공개,200000000,,,,,,
3549,118,20171030,투자 단계 비공개,35000000000,,,조선비즈,네이버|| 배달의 민족에 350억원 투자…“AI 협력”                                                                                                                                                                                                                                                                               ,http://biz.chosun.com/site/data/html_dir/2017/10/29/2017102902080.html,5466
7662,130454,20190308,Angel,500000000,1600000000,,,,,159937
1473,20203,20151201,투자 단계 비공개,200000000,,최OO 외 1명|| 예정,,,,
8339,32095,20210126,Series B,12000000000,,,벤처스퀘어,모바일 제철수산 플랫폼 ‘오늘회’ 120억 투자유치                                                                                                                                                                                                                                                                                ,https://www.venturesquare.net/822440,101866||25616||78212||7795||20428||7720||95333||7699
3855,6297,20171230,Seed,140000000,1600000000,,,,,1339||10451||19748
6577,111291,20190605,투자 단계 비공개,,,SERIES A,,,https://www.youtube.com/watch?v=FVw13zDuFoE,
8180,119422,20200930,Seed,800000000,,,,,,7719
3313,17373,20170721,투자 단계 비공개,300000000,,,한국경제,네이버·카카오 VC가 3억 투자한 벤처                                                                                                                                                                                                                                                                                       ,http://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003816842,20737||1233||32610
4751,22799,20180901,투자 단계 비공개,,,,,,,7719
1421,12392,20151228,Seed,,2000000000,,,,,20022
2984,29203,20160301,Angel,50000000,,,,,,15752
7842,115916,20200831,투자 단계 비공개,,,,,,,7724
534,5200,20140512,투자 단계 비공개,200000000,,,,,,7824
6640,95373,20191212,투자 단계 비공개,999990241,,,platum,디지털 헬스케어 기업 ‘세나클소프트’|| 카카오벤처스 등으로부터 30 억원 투자 유치                                                                                                                                                                                                                                                              ,https://platum.kr/archives/134772,83882
8374,142569,20210201,Seed,2400000000,,,,,,142640
2305,5813,20130522,투자 단계 비공개,53000000000,,3자배정 유상증자,,팬택|| 삼성전자로부터 10% 지분 투자 유치 - 아이티투데이                                                                                                                                                                                                                                                                           ,http://www.ittoday.co.kr/news/articleView.html?idxno=36425,6504
169,518,20140301,투자 단계 비공개,,,㈜시공테크 전략 투자,,,,7770
7395,112744,20190828,투자 단계 비공개,,,,,,,123023
3266,20427,20160502,투자 단계 비공개,,,,,,,
3384,13632,20170711,Series A,1000000000,,,플래텀,http://platum.kr/archives/86598                                                                                                                                                                                                                                                                             ,http://platum.kr/archives/86598,7703
7159,122287,20181130,Seed,,,,,,,10252||10484
296,1854,20140113,Angel,200000000,,Daum 공동창업자 이택경 등,,,,
8398,143060,20171228,Seed,,,,,,,32854||1339
8057,12226,20191026,투자 단계 비공개,,,,,,,7737
1055,4927,20160115,Seed,1200000000,,,,,,
7456,126172,20200715,Seed,500000000,,,,,,38101
8188,72382,20190220,Seed,100130000,,,,,,40929
4324,3735,20180515,투자 단계 비공개,,,,플래텀,베이비프렌즈|| 신한카드&신한퓨처스랩으로부터 투자유치                                                                                                                                                                                                                                                                                ,http://platum.kr/archives/100454,11403||73406
2774,13814,20170131,Angel,1000000000,2000000000,,,,,
2439,19640,20160920,투자 단계 비공개,4000000000,,,플래텀,모바일 FPS 개발사 솔트랩|| 40억 규모 후속투자 유치                                                                                                                                                                                                                                                                             ,http://platum.kr/archives/66661,1233||7705
2698,18447,20161226,투자 단계 비공개,,,,플래텀,도시문화콘텐츠 스타트업 ‘어반플레이’|| 네이버와 서울산업진흥원으로부터 투자 유치                                                                                                                                                                                                                                                                ,http://platum.kr/archives/73375,5466||1339
4382,34524,20180601,Seed,,,,,,,18959
6844,4921,20200201,투자 단계 비공개,13700000000,,,,,,35342||115858
952,14010,20151207,투자 단계 비공개,,,,플래텀,리디북스|| 웹툰 전문회사 만두코믹스에 전략적 투자                                                                                                                                                                                                                                                                                 ,http://platum.kr/archives/51010,80
4590,81868,20180411,Series A,5500000000,,,더벨,프리미엄 독서실 프랜차이즈 '작심'에 VC 러브콜                                                                                                                                                                                                                                                                                 ,http://www.thebell.co.kr/free/content/ArticleView.asp?key=201804120100025350001558&svccode=00&page=1&sort=thebell_check_time,7720||7707||15149||7789||7703
7031,115677,20200401,Seed,,,,,,,115677
3936,73442,20171110,투자 단계 비공개,2000000,,아시아소셜벤처경진대회 Grand Award수상|| GSVC 한국대표 선정,,,,73445||8684
1235,16758,20160502,투자 단계 비공개,,,,,,,7824
4630,73842,20180801,투자 단계 비공개,,,,,,,7824
1549,20271,20140101,투자 단계 비공개,50000000,,,,,,1339
1624,20310,20140301,투자 단계 비공개,200000000,,김영만전문엔젤,,,,
5430,38373,20190201,투자 단계 비공개,2500000000,,,,,,7858||834||7724
8295,33487,20181115,해당없음,100000000,,창업성장-기술개발사업,,,,26868
8774,149458,20180903,투자 단계 비공개,20000000,,,,,,8252
4667,15216,20170718,Seed,,,,Platum,김정호 대표 "진짜 부자는 소비습관이 없다"                                                                                                                                                                                                                                                                                    ,http://platum.kr/archives/94541,1210
7576,105055,20191115,투자 단계 비공개,300000000,,,,,,25913||16964
4831,21329,20180817,해당없음,90000000,,2018년 해외 마케팅 자금 지원 사업,,,,7741
